D,-1,-1~0,0~1,1~
-0.719799,0,1,0,0
-0.585377,0,1,0,0
0.575919,0,0,1,0
-0.592679,0,1,0,0
0.888333,0,0,1,0
0.243014,0,0,1,0
-0.137459,0,1,0,0
0.051334,0,0,1,0
-0.621276,0,1,0,0
-0.160369,0,1,0,0
0.309507,0,0,1,0
0.366153,0,0,1,0
-1.207760,1,0,0,0
-0.289667,0,1,0,0
-1.629888,1,0,0,0
-0.923775,0,1,0,0
-0.011473,0,1,0,0
1.801014,0,0,0,1
-0.009918,0,1,0,0
0.532741,0,0,1,0
1.195654,0,0,0,1
0.330548,0,0,1,0
-0.351621,0,1,0,0
-0.462480,0,1,0,0
0.403626,0,0,1,0
0.033667,0,0,1,0
-0.716195,0,1,0,0
1.722039,0,0,0,1
0.604627,0,0,1,0
-0.951498,0,1,0,0
0.128652,0,0,1,0
-0.433053,0,1,0,0
-0.505906,0,1,0,0
1.193081,0,0,0,1
-0.291731,0,1,0,0
2.134106,0,0,0,1
0.111822,0,0,1,0
-0.533731,0,1,0,0
0.297110,0,0,1,0
0.202427,0,0,1,0
-0.975019,0,1,0,0
0.143031,0,0,1,0
-0.146857,0,1,0,0
0.511059,0,0,1,0
0.195768,0,0,1,0
-0.694693,0,1,0,0
-0.306801,0,1,0,0
-1.969984,1,0,0,0
1.999169,0,0,0,1
-0.233853,0,1,0,0
0.952952,0,0,1,0
0.410203,0,0,1,0
0.216404,0,0,1,0
-0.452279,0,1,0,0
-0.190919,0,1,0,0
0.427953,0,0,1,0
-0.864980,0,1,0,0
0.090425,0,0,1,0
-2.106821,1,0,0,0
-1.739784,1,0,0,0
-0.651432,0,1,0,0
-0.333976,0,1,0,0
0.374278,0,0,1,0
0.444176,0,0,1,0
-1.108933,1,0,0,0
0.976226,0,0,1,0
-1.207838,1,0,0,0
0.064493,0,0,1,0
0.706944,0,0,1,0
0.554684,0,0,1,0
-0.283647,0,1,0,0
0.045781,0,0,1,0
0.401883,0,0,1,0
-2.172145,1,0,0,0
0.962641,0,0,1,0
0.114097,0,0,1,0
-0.090287,0,1,0,0
1.189777,0,0,0,1
-0.406579,0,1,0,0
0.140402,0,0,1,0
2.115337,0,0,0,1
0.538894,0,0,1,0
0.560623,0,0,1,0
0.345615,0,0,1,0
0.961384,0,0,1,0
0.749381,0,0,1,0
1.050937,0,0,0,1
0.059265,0,0,1,0
-0.184577,0,1,0,0
0.381310,0,0,1,0
0.157140,0,0,1,0
0.089451,0,0,1,0
-0.356080,0,1,0,0
0.127564,0,0,1,0
-0.768042,0,1,0,0
-0.562462,0,1,0,0
0.594785,0,0,1,0
-0.487227,0,1,0,0
-2.005955,1,0,0,0
0.320775,0,0,1,0
-0.163236,0,1,0,0
0.994277,0,0,1,0
-0.608670,0,1,0,0
0.445553,0,0,1,0
1.145550,0,0,0,1
1.873225,0,0,0,1
1.196499,0,0,0,1
-0.093715,0,1,0,0
0.181813,0,0,1,0
0.249951,0,0,1,0
0.339176,0,0,1,0
0.553444,0,0,1,0
0.216306,0,0,1,0
0.295875,0,0,1,0
0.467311,0,0,1,0
-0.570258,0,1,0,0
0.367375,0,0,1,0
-0.332662,0,1,0,0
1.755830,0,0,0,1
0.222906,0,0,1,0
0.113715,0,0,1,0
0.263815,0,0,1,0
-0.256625,0,1,0,0
0.806494,0,0,1,0
-0.850938,0,1,0,0
-0.764663,0,1,0,0
,0,0,0,0
