datetime,start,high,low,finish,value
2015/1/7,17220,17420,17200,17340,213.34
2015/1/8,17510,17700,17450,17610,225.68
2015/1/9,17800,17810,17580,17640,191.32
2015/1/13,17400,17530,17260,17530,176.47
2015/1/14,17390,17480,17200,17220,239.48
2015/1/15,17280,17580,17280,17550,193.5
2015/1/16,17180,17310,17030,17290,609.15
2015/1/19,17460,17480,17350,17440,271.85
2015/1/20,17530,17820,17510,17820,355.57
2015/1/21,17750,17770,17620,17720,228.88
2015/1/22,17770,17800,17680,17760,136.1
2015/1/23,17980,18000,17910,17960,259.89
2015/1/26,17740,17920,17730,17910,95.31
2015/1/27,18100,18230,18080,18230,284.87
2015/1/28,18060,18310,18040,18250,187.85
2015/1/29,18090,18240,18030,18040,196.39
2015/1/30,18230,18270,18120,18150,219.31
2015/2/2,17980,18080,17920,18020,193.15
2015/2/3,18110,18120,17720,17790,213.51
2015/2/4,18020,18200,17990,18120,277.77
2015/2/5,18070,18080,17930,17950,269.63
2015/2/6,18160,18170,18070,18080,218.65
2015/2/9,18240,18260,18110,18150,201.74
2015/2/10,18100,18120,18000,18100,194.44
2015/2/12,18400,18460,18370,18450,519.48
2015/2/13,18360,18430,18330,18380,183.48
2015/2/16,18490,18530,18440,18480,149.53
2015/2/17,18400,18470,18360,18440,259.28
2015/2/18,18560,18670,18550,18670,165.67
2015/2/19,18700,18790,18700,18730,138.51
2015/2/20,18840,18840,18760,18810,193.24
2015/2/23,18980,18990,18870,18940,160.65
2015/2/24,18930,19080,18910,19070,114.06
2015/2/25,19120,19140,19040,19060,146.93
2015/2/26,19080,19280,19070,19280,147.92
2015/2/27,19340,19350,19210,19290,132.95
2015/3/2,19360,19480,19260,19320,386.07
2015/3/3,19400,19400,19210,19310,152.09
2015/3/4,19200,19220,19080,19200,163.27
2015/3/5,19160,19260,19140,19250,114.47
2015/3/6,19310,19470,19300,19470,206.2
2015/3/9,19360,19370,19230,19280,226.45
2015/3/10,19390,19420,19060,19160,233.82
2015/3/11,19060,19330,19050,19220,165.24
2015/3/12,19260,19500,19260,19480,145.66
2015/3/13,19650,19840,19620,19770,279.31
2015/3/16,19750,19860,19720,19770,154.67
2015/3/17,19930,20000,19880,19970,106.12
2015/3/18,19930,20070,19900,20070,173.91
2015/3/19,20000,20060,19810,19980,272.11
2015/3/20,20010,20080,19920,20060,180.74
2015/3/23,20160,20300,20150,20290,195.93
2015/3/24,20230,20290,20160,20220,148.05
2015/3/25,20260,20290,20050,20250,161.56
2015/3/26,20140,20140,19910,19960,234.72
2015/3/27,19970,20210,19690,19910,303.9
2015/3/30,19900,20100,19840,20030,241.15
2015/3/31,20220,20230,19880,19880,296.77
2015/4/1,19800,19820,19530,19660,636.76
2015/4/2,19720,20040,19720,19920,253.51
2015/4/3,19930,20050,19920,20050,263.03
2015/4/6,19890,20040,19860,20010,154.92
2015/4/7,20160,20290,20120,20270,206.32
2015/4/8,20360,20490,20320,20420,159.71
2015/4/9,20470,20580,20460,20570,177.39
2015/4/10,20640,20640,20470,20590,184.34
2015/4/13,20610,20620,20460,20540,96.97
2015/4/14,20470,20550,20460,20550,108.54
2015/4/15,20480,20550,20460,20500,76.36
2015/4/16,20480,20530,20370,20510,141.14
2015/4/17,20440,20450,20270,20280,188.02
2015/4/20,20140,20350,20100,20260,236.44
2015/4/21,20360,20540,20310,20540,104.31
2015/4/22,20630,20790,20620,20750,181.72
2015/4/23,20860,20890,20760,20820,116.39
2015/4/24,20770,20780,20650,20650,100.59
2015/4/27,20720,20720,20530,20590,94.79
2015/4/28,20720,20770,20670,20710,95.42
2015/4/30,20430,20450,20140,20170,476.55
2015/5/1,20150,20180,20030,20170,221.18
2015/5/7,20000,20100,19900,19920,302.19
2015/5/8,19990,20090,19940,20030,198.16
2015/5/11,20290,20330,20230,20250,102.09
2015/5/12,20220,20260,20110,20250,160.68
2015/5/13,20210,20450,20140,20410,157.2
2015/5/14,20310,20360,20180,20220,74.41
2015/5/15,20360,20400,20270,20350,151.82
2015/5/18,20400,20540,20390,20520,128.88
2015/5/19,20630,20750,20600,20700,217.29
2015/5/20,20840,20940,20810,20860,222.79
2015/5/21,20890,20990,20840,20840,121.49
2015/5/22,20870,20950,20780,20930,76.88
2015/5/25,21010,21100,20990,21080,186.88
2015/5/26,21100,21140,21050,21120,194
2015/5/27,21030,21190,21030,21140,72.97
2015/5/28,21270,21330,21150,21210,102.18
2015/5/29,21160,21310,21160,21250,140.03
2015/6/1,21130,21270,21080,21220,103.49
2015/6/2,21270,21290,21140,21220,86.07
2015/6/3,21110,21180,21070,21140,89.06
2015/6/4,21220,21230,21100,21130,105.27
2015/6/5,21090,21150,21040,21130,75.81
2015/6/8,21230,21230,21040,21130,67.44
2015/6/9,20970,21000,20750,20770,280.24
2015/6/10,20790,20930,20680,20710,430.24
2015/6/11,20850,21040,20850,21040,160.15
2015/6/12,21110,21110,21000,21050,144.93
2015/6/15,20880,21070,20870,21050,66.58
2015/6/16,21000,21040,20900,20930,73.22
2015/6/17,20970,20980,20800,20870,103.48
2015/6/18,20870,20870,20640,20650,189.28
2015/6/19,20820,20860,20740,20830,145.61
2015/6/22,20830,21100,20830,21080,119.01
2015/6/23,21220,21470,21200,21460,225.9
2015/6/24,21550,21640,21510,21550,241.01
2015/6/25,21450,21550,21440,21450,166.93
2015/6/26,21470,21490,21350,21430,113.36
2015/6/29,20860,21050,20770,20810,368.81
2015/6/30,20840,20930,20800,20920,170.68
2015/7/1,20980,21040,20920,21040,85.32
2015/7/2,21250,21290,21170,21200,157.35
2015/7/3,21170,21240,21120,21230,73.85
2015/7/6,20610,20770,20470,20560,252.44
2015/7/7,20830,20890,20780,20830,73.53
2015/7/8,20740,20770,20200,20210,243.62
2015/7/9,19840,20280,19540,20260,286.77
2015/7/10,20260,20410,20150,20230,139.03
2015/7/13,20370,20550,20350,20520,171.05
2015/7/14,20780,20870,20760,20790,242.46
2015/7/15,20910,20930,20850,20910,74.8
2015/7/16,21020,21040,20950,21030,83.49
2015/7/17,21100,21100,21040,21070,51.4
2015/7/21,21200,21290,21150,21290,179.31
2015/7/22,21090,21110,21000,21020,77.91
2015/7/23,21110,21140,21080,21100,36.41
2015/7/24,21050,21070,20960,20970,49.25
2015/7/27,20820,20920,20700,20780,120.02
2015/7/28,20580,20850,20500,20790,129.39
2015/7/29,20760,20770,20640,20740,64.92
2015/7/30,20890,21020,20880,20960,90.22
2015/7/31,20950,21000,20900,21000,73.73
2015/8/3,20950,21000,20820,20980,65.16
2015/8/4,20880,20980,20870,20930,51.85
2015/8/5,20930,21140,20910,21060,73.58
2015/8/6,21210,21240,21100,21110,90.96
2015/8/7,21070,21190,21000,21160,68.35
2015/8/10,21060,21250,21040,21240,68.35
2015/8/11,21350,21380,21010,21170,184.49
2015/8/12,21080,21140,20730,20830,219.01
2015/8/13,20840,21070,20730,21030,125.66
2015/8/14,20950,21030,20910,20950,37.09
2015/8/17,21040,21110,20970,21060,32.02
2015/8/18,21090,21090,20970,20970,40.7
2015/8/19,20920,20950,20640,20650,200.4
2015/8/20,20630,20680,20460,20480,158.2
2015/8/21,20100,20140,19860,19880,314.63
2015/8/24,19480,19520,18920,18980,374.06
2015/8/25,18400,19250,18140,18210,456.68
2015/8/26,18200,18830,18100,18760,460.04
2015/8/27,19120,19210,18880,18960,168.93
2015/8/28,19410,19610,19350,19540,134.37
2015/8/31,19420,19430,19160,19290,107.03
2015/9/1,19150,19180,18580,18580,177.44
2015/9/2,18270,18880,18240,18500,176.95
2015/9/3,18790,18890,18560,18590,127.99
2015/9/4,18700,18700,17990,18190,242.35
2015/9/7,18070,18400,17860,18250,182.15
2015/9/8,18320,18360,17800,17810,158.67
2015/9/9,18410,19130,18380,19100,250.79
2015/9/10,18520,18720,18330,18700,219.68
2015/9/11,18500,18740,18480,18640,118.3
2015/9/14,18730,18750,18300,18370,103.28
2015/9/15,18470,18710,18370,18400,89.16
2015/9/16,18640,18700,18490,18580,105.82
2015/9/17,18770,18850,18680,18840,92.83
2015/9/18,18690,18690,18450,18500,224.35
2015/9/24,18120,18210,17970,17970,134.13
2015/9/25,18010,18250,17850,18230,182.87
2015/9/28,18320,18350,18040,18170,63.62
2015/9/29,17830,17830,17380,17410,214.97
2015/9/30,17700,17950,17660,17830,145.85
2015/10/1,17990,18320,17880,18230,127.13
2015/10/2,18060,18260,18030,18220,46.88
2015/10/5,18440,18580,18360,18510,109.54
2015/10/6,18860,18880,18600,18630,213.05
2015/10/7,18660,18880,18540,18840,111.72
2015/10/8,18810,18910,18630,18640,112.89
2015/10/9,18700,18950,18700,18950,114.02
2015/10/13,18850,18870,18730,18780,78.8
2015/10/14,18630,18630,18330,18410,131.93
2015/10/15,18300,18680,18240,18590,88.08
2015/10/16,18790,18900,18740,18780,76.93
2015/10/19,18830,18830,18580,18650,73.02
2015/10/20,18780,18780,18660,18720,45
2015/10/21,18690,19120,18670,19060,85.64
2015/10/22,18940,19090,18880,18970,74.84
2015/10/23,19370,19440,19320,19350,215.27
2015/10/26,19600,19620,19460,19460,81.27
2015/10/27,19480,19490,19280,19310,54.12
2015/10/28,19380,19450,19350,19440,36.01
2015/10/29,19610,19610,19330,19460,159.61
2015/10/30,19440,19740,19300,19630,173.67
2015/11/2,19350,19380,19160,19210,119.5
2015/11/4,19550,19680,19450,19450,123.39
2015/11/5,19570,19700,19520,19660,103.97
2015/11/6,19720,19830,19700,19790,96.64
2015/11/9,19960,20230,19960,20190,240.99
2015/11/10,19990,20230,19980,20220,79.64
2015/11/11,20130,20260,20130,20260,63.8
2015/11/12,20160,20280,20140,20260,47.25
2015/11/13,20020,20150,19920,20130,94.7
2015/11/16,19790,19990,19760,19930,71.26
2015/11/17,20220,20270,20180,20210,85.12
2015/11/18,20320,20390,20190,20220,95.43
2015/11/19,20420,20510,20310,20420,172.74
2015/11/20,20360,20400,20260,20390,63.95
2015/11/24,20450,20500,20380,20490,50.03
2015/11/25,20420,20430,20340,20390,100.45
2015/11/26,20490,20540,20480,20500,86.24
2015/11/27,20550,20550,20380,20420,88.36
2015/11/30,20420,20420,20250,20310,79.99
2015/12/1,20390,20540,20350,20530,100.23
2015/12/2,20510,20540,20470,20500,81.76
2015/12/3,20450,20510,20420,20480,48.67
2015/12/4,20140,20200,19980,20010,264.85
2015/12/7,20280,20360,20220,20240,93.55
2015/12/8,20290,20310,20020,20030,108.77
2015/12/9,19940,20020,19790,19830,123.82
2015/12/10,19630,19670,19560,19570,145.48
2015/12/11,19600,19830,19540,19750,122.46
2015/12/14,19300,19440,19120,19420,293.79
2015/12/15,19410,19430,19080,19120,235.94
2015/12/16,19410,19590,19400,19590,126.41
2015/12/17,19960,20040,19860,19880,139.02
2015/12/18,19870,20440,19510,19530,289.36
2015/12/21,19390,19510,19170,19460,97.39
2015/12/22,19460,19470,19350,19430,29.91
2015/12/24,19640,19640,19300,19330,58.72
2015/12/25,19370,19400,19270,19280,64.55
2015/12/28,19400,19470,19310,19430,66.25
2015/12/29,19410,19530,19330,19530,31.84
2015/12/30,19630,19660,19560,19560,37.76
2016/1/4,19370,19510,18920,18990,188.77
2016/1/5,18950,19100,18870,18900,190.22
2016/1/6,18910,19000,18590,18760,131.52
2016/1/7,18680,18720,18300,18300,201.32
2016/1/8,18130,18510,18060,18250,243.69
2016/1/12,17960,18080,17700,17750,152.56
2016/1/13,18020,18250,17980,18230,68.4
2016/1/14,17720,17790,17440,17740,199.09
2016/1/15,18060,18120,17560,17640,94.7
2016/1/18,17280,17530,17150,17450,143.78
2016/1/19,17400,17600,17300,17560,80.59
2016/1/20,17540,17540,16870,16900,174.18
2016/1/21,16960,17240,16490,16510,184.92
2016/1/22,17060,17490,16940,17440,183.38
2016/1/25,17660,17720,17410,17610,86.24
2016/1/26,17290,17310,17140,17190,98.91
2016/1/27,17530,17740,17450,17650,144.44
2016/1/28,17540,17740,17420,17550,115.82
2016/1/29,17590,18500,17060,18070,462.92
2016/2/1,18320,18420,18210,18390,220.29
2016/2/2,18170,18370,18170,18270,85.32
2016/2/3,17920,17960,17560,17700,147.2
2016/2/4,17510,17710,17420,17520,113.68
2016/2/5,17270,17380,17100,17310,120.7
2016/2/8,17070,17590,17020,17490,118.96
2016/2/9,16830,16880,16490,16570,201.55
2016/2/10,16610,16630,15880,16140,443.24
2016/2/12,15620,15730,15290,15390,466.32
2016/2/15,15960,16620,15940,16480,213.47
2016/2/16,16310,16800,16280,16510,151.6
2016/2/17,16430,16670,16060,16280,252.73
2016/2/18,16740,16800,16570,16670,170.44
2016/2/19,16460,16490,16240,16430,144.97
2016/2/22,16300,16640,16270,16570,72.54
2016/2/23,16680,16810,16460,16530,131.37
2016/2/24,16310,16460,16200,16350,125.06
2016/2/25,16430,16690,16410,16630,152.08
2016/2/26,16800,16940,16660,16660,185.22
2016/2/29,16820,16950,16520,16520,141.24
2016/3/1,16500,16570,16310,16560,150.07
2016/3/2,17010,17300,16950,17220,188.36
2016/3/3,17160,17450,17160,17440,141.9
2016/3/4,17410,17540,17350,17500,105.66
2016/3/7,17540,17540,17380,17400,61.64
2016/3/8,17370,17410,17050,17250,124.25
2016/3/9,17120,17190,16980,17120,89
2016/3/10,17300,17370,17180,17340,96.09
2016/3/11,17080,17510,17040,17420,147.2
2016/3/14,17690,17800,17640,17720,110.2
2016/3/15,17740,17800,17540,17610,114.97
2016/3/16,17480,17600,17440,17460,88.36
2016/3/17,17600,17750,17300,17410,152.99
2016/3/18,17390,17410,17090,17200,139.32
2016/3/22,17470,17600,17340,17520,257.88
2016/3/23,17560,17630,17460,17490,66.84
2016/3/24,17440,17530,17330,17360,156.82
2016/3/25,17450,17510,17380,17480,152.78
2016/3/28,17630,17670,17440,17590,154.63
2016/3/29,17590,17760,17570,17730,189.32
2016/3/30,17680,17690,17480,17490,131.21
2016/3/31,17650,17660,17370,17370,125.23
2016/4/1,17340,17340,16690,16760,272.59
2016/4/4,16670,16830,16620,16710,153.74
2016/4/5,16650,16650,16270,16290,143.71
2016/4/6,16290,16410,16180,16310,105.96
2016/4/7,16300,16450,16200,16320,180.44
2016/4/8,16070,16620,16030,16420,271.53
2016/4/11,16340,16360,16100,16340,129.87
2016/4/12,16320,16550,16270,16510,74.21
2016/4/13,16760,17000,16730,16990,133.75
2016/4/14,17270,17530,17220,17500,206.55
2016/4/15,17350,17550,17330,17440,114.5
2016/4/18,16900,17040,16850,16880,164.98
2016/4/19,17340,17520,17340,17500,120.03
2016/4/20,17670,17720,17490,17520,113.92
2016/4/21,17920,18020,17810,17990,284
2016/4/22,17840,18220,17820,18190,183.81
2016/4/25,18290,18290,18040,18070,110.36
2016/4/26,18030,18060,17830,17960,141.04
2016/4/27,18040,18070,17870,17950,92.59
2016/4/28,18110,18210,17200,17270,265.44
2016/5/2,16570,16760,16540,16740,123.99
2016/5/6,16810,16860,16580,16710,115.74
2016/5/9,16840,16890,16740,16810,48.17
2016/5/10,16890,17190,16810,17190,112.04
2016/5/11,17360,17430,17140,17160,99.74
2016/5/12,17050,17270,16970,17260,155.39
2016/5/13,17350,17390,16990,17000,86.13
2016/5/16,17040,17240,17010,17050,100.54
2016/5/17,17250,17270,17120,17250,62
2016/5/18,17220,17400,17120,17270,132.16
2016/5/19,17410,17460,17200,17250,60.66
2016/5/20,17220,17390,17150,17360,79.97
2016/5/23,17290,17310,17020,17270,128.2
2016/5/24,17210,17210,17080,17090,77.36
2016/5/25,17430,17430,17350,17370,104.22
2016/5/26,17570,17580,17350,17390,55
2016/5/27,17460,17520,17400,17460,29.76
2016/5/30,17590,17700,17530,17700,73.45
2016/5/31,17650,17880,17610,17870,84.15
2016/6/1,17720,17770,17520,17570,90.93
2016/6/2,17440,17450,17130,17170,186.24
2016/6/3,17210,17320,17160,17250,42.21
2016/6/6,16930,17180,16900,17180,65.64
2016/6/7,17250,17310,17140,17260,50
2016/6/8,17320,17440,17180,17440,56.41
2016/6/9,17340,17390,17190,17270,59.9
2016/6/10,17280,17280,17090,17180,67.27
2016/6/13,16910,16910,16620,16630,213.98
2016/6/14,16590,16670,16340,16440,135.67
2016/6/15,16390,16590,16330,16520,92.53
2016/6/16,16460,16500,15970,16010,157.2
2016/6/17,16240,16350,16160,16180,140.83
2016/6/20,16460,16630,16450,16540,84.92
2016/6/21,16450,16800,16350,16760,136
2016/6/22,16700,16750,16570,16670,70.31
2016/6/23,16710,16860,16640,16820,97.71
2016/6/24,16960,17000,15410,15460,464.54
2016/6/27,15710,15890,15600,15880,164.52
2016/6/28,15670,16040,15570,15910,226.68
2016/6/29,16150,16220,15980,16160,125.39
2016/6/30,16380,16380,16190,16190,154.58
2016/7/1,16320,16370,16220,16260,61.57
2016/7/4,16150,16410,16150,16370,76.82
2016/7/5,16280,16300,16190,16250,86.69
2016/7/6,15750,15770,15500,15690,278.02
2016/7/7,15710,15750,15570,15600,67.36
2016/7/8,15670,15730,15440,15450,123.34
2016/7/11,15800,16160,15800,16040,119.25
2016/7/12,16370,16580,16360,16420,153.58
2016/7/13,16820,16820,16540,16560,194.6
2016/7/14,16590,16750,16570,16730,119.25
2016/7/15,16810,16950,16760,16840,204
2016/7/19,16960,17070,16860,17070,207.53
2016/7/20,16990,17040,16890,17030,108.78
2016/7/21,17220,17290,17080,17150,220.33
2016/7/22,16930,17040,16910,16950,124.12
2016/7/25,17020,17120,16960,16960,69.07
2016/7/26,16900,16900,16660,16720,94.94
2016/7/27,16920,17180,16890,17040,226.83
2016/7/28,16920,16960,16790,16820,76.1
2016/7/29,16800,17050,16500,16910,416.86
2016/8/1,16730,17020,16660,16980,152.17
2016/8/2,16810,16880,16730,16730,72.09
2016/8/3,16510,16610,16390,16420,160.37
2016/8/4,16500,16600,16250,16600,139.29
2016/8/5,16610,16690,16560,16580,154.01
2016/8/8,16870,16990,16840,16980,58.57
2016/8/9,16990,17120,16980,17100,95.55
2016/8/10,17050,17170,17000,17050,87.43
2016/8/12,17190,17300,17180,17260,140.91
2016/8/15,17220,17280,17200,17200,35.84
2016/8/16,17250,17250,16940,16940,83.54
2016/8/17,16960,17120,16940,17100,61.36
2016/8/18,16970,17070,16820,16840,145.58
2016/8/19,16900,16960,16790,16870,113.79
2016/8/22,16950,16980,16880,16930,63.68
2016/8/23,16880,17010,16790,16840,79.08
2016/8/24,16940,16990,16890,16910,104.81
2016/8/25,16920,16970,16870,16910,96.07
2016/8/26,16860,16860,16670,16710,173.17
2016/8/29,17050,17120,17020,17100,220.9
2016/8/30,17060,17110,17040,17110,194.11
2016/8/31,17200,17270,17190,17250,103.04
2016/9/1,17240,17300,17220,17280,122.8
2016/9/2,17250,17300,17210,17280,71.24
2016/9/5,17490,17510,17360,17390,166.86
2016/9/6,17390,17450,17390,17450,39.97
2016/9/7,17260,17380,17250,17380,35.27
2016/9/8,17350,17370,17190,17330,48.11
2016/9/9,17350,17380,17250,17340,83.67
2016/9/12,17120,17150,16950,17020,97.61
2016/9/13,17120,17150,17010,17090,73.18
2016/9/14,16970,17060,16940,16950,53.58
2016/9/15,16880,16880,16710,16750,119.75
2016/9/16,16800,16880,16760,16880,55.65
2016/9/20,16750,16940,16750,16840,67.14
2016/9/21,16800,17170,16720,17150,217.08
2016/9/23,17130,17160,17070,17080,73.72
2016/9/26,17060,17060,16850,16860,71.23
2016/9/27,16750,17020,16630,17020,183.82
2016/9/28,16960,16970,16840,16920,153.61
2016/9/29,17080,17220,17050,17160,106.47
2016/9/30,16960,16960,16860,16910,90.86
2016/10/3,17060,17110,17030,17050,89.16
2016/10/4,17120,17210,17110,17170,101.84
2016/10/5,17270,17310,17190,17300,77.72
2016/10/6,17390,17440,17360,17370,174.58
2016/10/7,17360,17370,17290,17330,34.64
2016/10/11,17420,17560,17410,17510,116.6
2016/10/12,17330,17420,17300,17310,68.36
2016/10/13,17390,17440,17200,17220,75.87
2016/10/14,17230,17330,17190,17330,96.57
2016/10/17,17340,17420,17300,17370,66.08
2016/10/18,17350,17440,17320,17430,36.81
2016/10/19,17430,17500,17410,17470,73.51
2016/10/20,17480,17710,17470,17710,127.35
2016/10/21,17760,17780,17640,17660,114.65
2016/10/24,17730,17730,17640,17710,82.71
2016/10/25,17810,17860,17790,17860,62.85
2016/10/26,17810,17870,17770,17870,38.97
2016/10/27,17840,17890,17760,17830,69.79
2016/10/28,17940,17950,17890,17930,60.93
2016/10/31,17840,17920,17810,17920,48.8
2016/11/1,17880,17960,17820,17920,42.56
2016/11/2,17730,17760,17560,17620,111.29
2016/11/4,17450,17470,17270,17370,149.26
2016/11/7,17660,17680,17540,17660,70.28
2016/11/8,17720,17730,17620,17660,39.72
2016/11/9,17770,17920,16550,16750,508.71
2016/11/10,17790,17880,17590,17820,243.12
2016/11/11,18010,18110,17810,17850,205.24
2016/11/14,17980,18190,17960,18170,142.56
2016/11/15,18190,18210,18100,18150,110.12
2016/11/16,18330,18380,18310,18360,132.23
2016/11/17,18260,18380,18260,18350,75.34
2016/11/18,18560,18560,18480,18500,185.55
2016/11/21,18530,18630,18500,18620,144.75
2016/11/22,18570,18680,18550,18670,118.11
2016/11/24,18860,18890,18820,18840,219.64
2016/11/25,18910,18990,18790,18910,121.93
2016/11/28,18830,18880,18720,18870,108.52
2016/11/29,18760,18840,18760,18820,46.85
2016/11/30,18870,18880,18800,18800,62.94
2016/12/1,19100,19260,18980,19020,221.6
2016/12/2,18950,18980,18830,18930,198.76
2016/12/5,18870,18880,18740,18780,145.78
2016/12/6,18990,19010,18830,18880,104.47
2016/12/7,18960,19020,18930,19000,69.14
2016/12/8,19190,19290,19130,19270,78.04
2016/12/9,19350,19560,19330,19530,170.36
2016/12/12,19740,19810,19590,19680,237.75
2016/12/13,19630,19790,19580,19790,148.4
2016/12/14,19800,19810,19710,19770,122.64
2016/12/15,19870,19970,19720,19830,113.74
2016/12/16,19960,19990,19890,19950,81.51
2016/12/19,19860,19930,19840,19930,50.6
2016/12/20,19920,20050,19900,20050,99.41
2016/12/21,20090,20140,19910,19980,107.35
2016/12/22,19940,19950,19860,19950,72.31
2016/12/26,19960,19960,19930,19950,44.96
2016/12/27,19900,20010,19890,19940,49.3
2016/12/28,19980,20010,19930,19990,52.9
2016/12/29,19880,19880,19650,19700,141.58
2016/12/30,19570,19740,19540,19660,77.87
2017/1/4,19850,20170,19850,20150,120.2
2017/1/5,20180,20180,20030,20100,118.72
2017/1/6,19910,20040,19890,20040,84.68
2017/1/10,19980,20050,19810,19860,75.39
2017/1/11,19920,19960,19890,19930,55.27
2017/1/12,19840,19840,19620,19680,148.93
2017/1/13,19730,19850,19700,19850,90.01
2017/1/16,19790,19810,19620,19650,102.53
2017/1/17,19620,19620,19360,19370,138.07
2017/1/18,19300,19480,19190,19450,128.69
2017/1/19,19610,19670,19520,19620,91.91
2017/1/20,19620,19740,19590,19710,67.55
2017/1/23,19510,19580,19420,19440,87.06
2017/1/24,19350,19450,19310,19330,84.93
2017/1/25,19650,19700,19530,19580,136.34
2017/1/26,19800,19960,19780,19950,74.26
2017/1/27,20020,20050,19970,20020,98.52
2017/1/30,19920,19950,19860,19910,79.45
2017/1/31,19670,19750,19590,19590,119.24
2017/2/1,19480,19710,19460,19700,85.47
2017/2/2,19710,19720,19410,19460,119.69
2017/2/3,19570,19610,19370,19460,103.59
2017/2/6,19630,19640,19440,19530,40.51
2017/2/7,19380,19510,19340,19440,36.4
2017/2/8,19470,19560,19420,19540,129.99
2017/2/9,19480,19530,19420,19450,42.17
2017/2/10,19780,19950,19750,19930,146.67
2017/2/13,20070,20080,19980,20010,96.56
2017/2/14,20050,20060,19790,19790,103.64
2017/2/15,20030,20060,19990,20010,52.61
2017/2/16,19970,19990,19800,19910,80.15
2017/2/17,19790,19830,19720,19770,39.54
2017/2/20,19730,19830,19660,19820,29.83
2017/2/21,19830,19950,19810,19930,22.55
2017/2/22,19980,19980,19880,19940,50.98
2017/2/23,19920,19940,19810,19920,40.03
2017/2/24,19810,19950,19780,19840,47.7
2017/2/27,19720,19740,19550,19660,128.4
2017/2/28,19790,19820,19670,19670,56.64
2017/3/1,19770,19980,19720,19970,91.06
2017/3/2,20210,20240,20140,20150,85.61
2017/3/3,20110,20160,19970,20040,66.68
2017/3/6,19970,19980,19910,19950,26.43
2017/3/7,19890,19950,19880,19910,42.82
2017/3/8,19880,19900,19760,19830,141.23
2017/3/9,19910,19920,19830,19890,45.86
2017/3/10,20020,20190,20010,20190,150.58
2017/3/13,20100,20230,20090,20190,45.33
2017/3/14,20220,20220,20170,20190,32.11
2017/3/15,20110,20160,20070,20160,28.3
2017/3/16,20020,20190,20010,20170,58.93
2017/3/17,20070,20100,20040,20080,63.62
2017/3/21,19980,20040,19890,20010,48.4
2017/3/22,19650,19740,19580,19610,114.39
2017/3/23,19610,19660,19530,19660,66.46
2017/3/24,19640,19850,19610,19810,90.05
2017/3/27,19630,19650,19490,19510,100.53
2017/3/28,19710,19750,19660,19730,101.6
2017/3/29,19890,19930,19840,19890,65.91
2017/3/30,19850,19920,19730,19750,83.69
2017/3/31,19880,19910,19610,19620,109.35
2017/4/3,19650,19750,19590,19690,43.1
2017/4/4,19610,19630,19380,19490,129.28
2017/4/5,19570,19630,19450,19560,62.45
2017/4/6,19450,19470,19210,19290,166.61
2017/4/7,19400,19470,19190,19340,139.93
2017/4/10,19490,19530,19440,19480,55.02
2017/4/11,19390,19440,19340,19420,39.81
2017/4/12,19260,19280,19130,19200,102.83
2017/4/13,19070,19120,18970,19090,88.03
2017/4/14,19050,19070,18940,18980,59.06
2017/4/17,18900,19020,18880,19010,51.83
2017/4/18,19170,19210,19030,19100,60.72
2017/4/19,19000,19140,18980,19100,47.74
2017/4/20,19120,19180,19090,19110,69.31
2017/4/21,19240,19320,19210,19300,47.06
2017/4/24,19570,19610,19510,19550,85.9
2017/4/25,19540,19790,19540,19750,76.42
2017/4/26,19890,19970,19860,19960,93.77
2017/4/27,19890,19960,19890,19940,31.41
2017/4/28,19940,19960,19840,19870,43.66
2017/5/1,19900,20010,19900,20010,89.26
2017/5/2,20030,20170,20030,20140,114.2
2017/5/8,20430,20650,20420,20610,437.08
2017/5/9,20620,20630,20560,20560,116.26
2017/5/10,20620,20660,20580,20630,90.49
2017/5/11,20680,20710,20630,20700,62.59
2017/5/12,20630,20660,20530,20600,75.51
2017/5/15,20470,20590,20470,20590,37.77
2017/5/16,20670,20720,20590,20650,22.31
2017/5/17,20520,20560,20480,20540,58.38
2017/5/18,20230,20310,20150,20250,101.12
2017/5/19,20310,20340,20210,20300,57.31
2017/5/22,20410,20430,20320,20390,30.61
2017/5/23,20370,20410,20290,20340,22.25
2017/5/24,20480,20500,20400,20450,58.42
2017/5/25,20450,20570,20430,20530,43.75
2017/5/26,20520,20520,20400,20420,23.57
2017/5/29,20390,20450,20340,20410,21.07
2017/5/30,20400,20400,20280,20400,26.58
2017/5/31,20340,20390,20300,20360,27.25
2017/6/1,20400,20600,20400,20590,82.82
2017/6/2,20690,20970,20680,20920,260.85
2017/6/5,20860,20950,20830,20900,44.31
2017/6/6,20870,20880,20680,20710,115.54
2017/6/7,20680,20750,20630,20710,32.8
2017/6/8,20790,20790,20620,20640,49.61
2017/6/9,20720,20830,20660,20740,90.19
2017/6/12,20640,20680,20560,20640,49.9
2017/6/13,20580,20640,20570,20630,31.46
2017/6/14,20700,20730,20600,20600,28.23
2017/6/15,20560,20690,20480,20560,82.25
2017/6/16,20660,20730,20620,20660,49.1
2017/6/19,20690,20800,20670,20790,58.58
2017/6/20,20960,21050,20960,20980,108.38
2017/6/21,20920,20940,20840,20870,81.7
2017/6/22,20880,20920,20830,20850,29.82
2017/6/23,20880,20880,20820,20850,32.19
2017/6/26,20860,20920,20850,20880,33.04
2017/6/27,20970,20980,20920,20960,41.39
2017/6/28,20910,20980,20870,20900,35.38
